april,may,june,july,august,september,october,plant_stand_lt_normal,precip_lt_norm,precip_norm,precip_gt_norm,temp_lt_norm,temp_norm,temp_gt_norm,no_hail,crop_hist_diff_lst_year,crop_hist_same_lst_yr,crop_hist_same_lst_two_yrs,crop_hist_same_lst_sev_yrs,area_damaged_scattered,area_damaged_low_areas,area_damaged_upper_areas,area_damaged_whole_field,severity_minor,severity_pot_severe,severity_severe,seed_tmt_none,seed_tmt_fungicide,seed_tmt_other,germination_90_100,germination_80_89,germination_lt_80,plant_abnorm_growth,abnorm_leaves,leafspots_halo_absent,leafspots_halo_yellow_halos,leafspots_halo_no_yellow_halos,leafspots_marg_w_s_marg,leafspots_marg_no_w_s_marg,leafspots_marg_dna,leafspot_size_lt_1/8,leafspot_size_gt_1/8,leafspot_size_dna,leaf_shread,leaf_malf,leaf_mild_absent,leaf_mild_upper_surf,leaf_mild_lower_surf,abnorm_stem,no_lodging,stem_cankers_absent,stem_cankers_below_soil,stem_cankers_above_soil,stem_cankers_above_sec_nde,canker_lesion_dna,canker_lesion_brown,canker_lesion_dk_brown_blk,canker_lesion_tan,fruiting_bodies,external_decay_absent,external_decay_firm_and_dry,external_decay_watery,mycelium,int_discolor_none,int_discolor_brown,int_discolor_black,sclerotia,fruit_pods_norm,fruit_pods_diseased,fruit_pods_few_present,fruit_pods_dna,fruit_spots_absent,fruit_spots_colored,fruit_spots_brown_w/blk_specks,fruit_spots_distort,fruit_spots_dna,abnorm_seed,mold_growth,seed_discolor,seed_size_lt_norm,shriveling,roots_norm,roots_rotted,roots_galls_cysts
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.225979,0,0,0,1,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.225979,1,0,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,1,0,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,0,0,1,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.225979,1,0,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,1,0,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.225979,0,0,0,1,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.225979,0,0,1,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,1,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,0.368948,0.0601,0.570952,0.595993,0.035058,0.368948,0.085142,0.54591,0.368948,0.164666,0.075125,0.930435,0.034783,0.034783,1,0.074733,0,1,0,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.225979,0,0,0,1,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,1,0,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.225979,1,0,0,0,0,1,0,0,0.346975,0.572954,0.080071,0.542705,0.395018,0.062278,0.288967,0.37303,0.338004,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.074733,0,0,0,1,0,0,1,0,0.180243,1,0,0,0,1,0,0,0,0.679466,0.217028,0.023372,0.080134,0.59792,0.129983,0.098787,0,0.17331,0.194585,0.113367,0.110919,0.099831,0.065858,0,1,0
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
